Block	Pair_type	Feedback_type	Side	RT	ACC
1	 1	 1	 2	817 	0	 
1	 2	 1	 2	958 	0	 
1	 1	 0	 1	577 	0	 
1	 3	 0	 2	782 	0	 
1	 2	 0	 1	756 	0	 
1	 2	 1	 1	567 	1	 
1	 3	 1	 1	1112 	0	 
1	 2	 1	 2	790 	0	 
1	 2	 0	 2	1088 	1	 
1	 3	 0	 2	1074 	0	 
1	 3	 1	 1	692 	0	 
1	 1	 0	 2	706 	0	 
1	 1	 1	 2	668 	0	 
1	 3	 1	 2	594 	0	 
1	 2	 1	 2	1464 	0	 
1	 3	 1	 1	909 	0	 
1	 2	 1	 1	1423 	1	 
1	 2	 0	 2	1022 	1	 
1	 3	 0	 2	1063 	1	 
1	 3	 1	 2	717 	1	 
1	 1	 0	 1	1115 	1	 
1	 3	 1	 1	681 	0	 
1	 1	 1	 2	910 	0	 
1	 3	 1	 2	932 	0	 
1	 2	 1	 1	814 	0	 
1	 2	 0	 1	968 	0	 
1	 1	 1	 2	681 	0	 
1	 2	 1	 1	675 	1	 
1	 3	 0	 1	845 	0	 
1	 3	 0	 1	775 	1	 
1	 2	 1	 1	782 	0	 
1	 1	 1	 1	511 	0	 
1	 2	 1	 2	1045 	0	 
1	 2	 1	 2	1047 	1	 
1	 3	 1	 2	1213 	1	 
1	 2	 0	 1	1042 	1	 
1	 1	 1	 1	845 	0	 
1	 3	 0	 1	670 	1	 
1	 1	 1	 2	696 	0	 
1	 1	 1	 1	870 	0	 
1	 3	 0	 2	1084 	0	 
1	 2	 1	 2	1341 	0	 
1	 3	 0	 1	1240 	0	 
1	 1	 1	 2	998 	1	 
1	 1	 1	 1	1064 	1	 
1	 2	 1	 2	1314 	1	 
1	 1	 1	 1	1216 	1	 
1	 3	 1	 2	601 	0	 
1	 1	 0	 2	1051 	1	 
1	 2	 1	 1	1009 	1	 
1	 1	 1	 1	1278 	1	 
1	 3	 1	 1	856 	1	 
1	 3	 1	 2	722 	1	 
1	 2	 1	 1	1388 	1	 
1	 2	 0	 2	1302 	1	 
1	 3	 1	 1	1008 	0	 
1	 1	 1	 1	1106 	1	 
1	 1	 1	 1	1149 	1	 
1	 1	 1	 2	710 	1	 
1	 1	 1	 2	1032 	1	 
2	 3	 1	 1	1250 	0	 
2	 3	 0	 2	756 	0	 
2	 3	 1	 1	841 	0	 
2	 2	 1	 1	896 	1	 
2	 3	 1	 2	765 	0	 
2	 2	 0	 1	735 	1	 
2	 1	 1	 1	649 	0	 
2	 2	 1	 1	843 	1	 
2	 3	 1	 2	761 	0	 
2	 1	 1	 2	938 	1	 
2	 2	 0	 2	1020 	1	 
2	 2	 1	 2	902 	0	 
2	 3	 1	 1	1019 	0	 
2	 3	 0	 2	785 	0	 
2	 3	 0	 2	571 	0	 
2	 1	 1	 1	1033 	1	 
2	 1	 1	 2	666 	0	 
2	 3	 0	 1	828 	0	 
2	 1	 1	 1	722 	1	 
2	 1	 1	 2	1240 	1	 
2	 2	 1	 1	858 	0	 
2	 1	 1	 2	792 	1	 
2	 2	 1	 1	1147 	0	 
2	 1	 1	 1	852 	1	 
2	 3	 0	 1	1326 	0	 
2	 2	 1	 1	808 	1	 
2	 3	 1	 2	0 	missed	 
2	 2	 1	 1	741 	1	 
2	 1	 0	 2	1435 	1	 
2	 3	 1	 2	697 	0	 
2	 1	 1	 1	1059 	1	 
2	 2	 0	 1	805 	1	 
2	 2	 1	 2	731 	1	 
2	 1	 1	 1	905 	1	 
2	 2	 1	 2	718 	1	 
2	 2	 1	 2	636 	1	 
2	 2	 0	 2	670 	1	 
2	 1	 1	 2	560 	0	 
2	 2	 1	 1	721 	1	 
2	 1	 1	 2	931 	1	 
2	 2	 1	 2	849 	1	 
2	 3	 1	 1	1279 	0	 
2	 2	 0	 2	716 	1	 
2	 3	 0	 2	602 	0	 
2	 1	 1	 1	1028 	1	 
2	 1	 0	 2	894 	1	 
2	 3	 1	 2	615 	0	 
2	 1	 0	 1	837 	1	 
2	 3	 0	 1	643 	0	 
2	 3	 1	 1	645 	0	 
2	 3	 0	 1	862 	1	 
2	 2	 0	 1	884 	1	 
2	 3	 1	 1	530 	0	 
2	 2	 1	 2	644 	1	 
2	 2	 1	 2	641 	1	 
2	 1	 1	 1	812 	0	 
2	 1	 0	 1	713 	0	 
2	 3	 1	 2	699 	0	 
2	 1	 1	 2	741 	0	 
2	 1	 1	 2	727 	1	 
3	 2	 1	 1	601 	1	 
3	 2	 1	 2	547 	1	 
3	 3	 0	 2	612 	0	 
3	 2	 0	 1	606 	0	 
3	 3	 0	 1	720 	1	 
3	 2	 1	 2	550 	1	 
3	 2	 0	 1	979 	1	 
3	 1	 1	 1	857 	0	 
3	 1	 1	 1	752 	1	 
3	 2	 1	 2	493 	1	 
3	 2	 1	 1	843 	1	 
3	 1	 1	 2	961 	1	 
3	 2	 1	 2	1559 	1	 
3	 3	 0	 1	1528 	1	 
3	 1	 1	 1	1186 	1	 
3	 3	 0	 1	1324 	0	 
3	 3	 1	 2	966 	0	 
3	 1	 0	 1	1160 	1	 
3	 2	 0	 1	818 	1	 
3	 3	 1	 1	720 	0	 
3	 1	 1	 1	765 	1	 
3	 3	 1	 2	1239 	1	 
3	 3	 0	 2	713 	0	 
3	 2	 1	 1	0 	missed	 
3	 1	 1	 2	709 	1	 
3	 2	 1	 1	751 	1	 
3	 3	 1	 2	1037 	0	 
3	 3	 0	 1	895 	0	 
3	 1	 0	 2	609 	0	 
3	 1	 1	 2	423 	1	 
3	 2	 1	 2	561 	0	 
3	 1	 0	 2	975 	1	 
3	 3	 1	 2	538 	0	 
3	 3	 0	 2	583 	0	 
3	 3	 1	 2	465 	1	 
3	 2	 1	 1	315 	1	 
3	 3	 1	 1	557 	0	 
3	 1	 1	 1	723 	1	 
3	 1	 1	 2	1257 	1	 
3	 3	 1	 1	1236 	1	 
3	 1	 1	 2	709 	1	 
3	 3	 1	 2	595 	0	 
3	 3	 1	 1	597 	0	 
3	 1	 1	 1	535 	1	 
3	 2	 1	 2	917 	1	 
3	 1	 1	 1	638 	1	 
3	 2	 0	 2	632 	1	 
3	 3	 1	 1	578 	0	 
3	 2	 0	 2	487 	0	 
3	 1	 1	 2	709 	1	 
3	 1	 1	 2	632 	1	 
3	 1	 1	 1	1045 	1	 
3	 2	 1	 2	543 	1	 
3	 2	 0	 2	921 	0	 
3	 1	 0	 1	1054 	0	 
3	 1	 1	 2	748 	1	 
3	 2	 1	 1	586 	1	 
3	 2	 1	 1	572 	1	 
3	 3	 0	 2	670 	1	 
3	 3	 1	 1	551 	1	 
4	 1	 1	 2	613 	1	 
4	 1	 0	 2	467 	0	 
4	 2	 1	 1	861 	1	 
4	 1	 1	 2	538 	1	 
4	 3	 0	 2	748 	0	 
4	 2	 1	 2	1026 	1	 
4	 3	 1	 2	952 	0	 
4	 2	 1	 1	1029 	1	 
4	 3	 0	 2	815 	1	 
4	 1	 1	 1	505 	1	 
4	 3	 0	 1	554 	0	 
4	 2	 1	 2	1068 	1	 
4	 1	 1	 1	802 	1	 
4	 3	 1	 2	532 	0	 
4	 1	 1	 2	557 	1	 
4	 1	 1	 1	504 	1	 
4	 1	 0	 1	814 	1	 
4	 3	 1	 1	675 	0	 
4	 2	 1	 1	490 	0	 
4	 3	 1	 1	508 	0	 
4	 2	 0	 2	574 	1	 
4	 1	 1	 1	825 	1	 
4	 1	 0	 2	887 	0	 
4	 1	 1	 1	989 	0	 
