Block	Pair_type	Feedback_type	Side	RT	ACC
1	 1	 1	 2	1206 	1	 
1	 2	 0	 2	1041 	1	 
1	 2	 1	 1	0 	missed	 
1	 1	 0	 1	1249 	1	 
1	 2	 0	 1	1155 	1	 
1	 1	 1	 2	793 	1	 
1	 3	 0	 2	1127 	1	 
1	 3	 1	 2	876 	0	 
1	 2	 1	 1	1478 	0	 
1	 2	 1	 1	0 	missed	 
1	 2	 0	 2	1134 	0	 
1	 1	 1	 1	1072 	1	 
1	 3	 0	 2	1342 	0	 
1	 2	 0	 1	948 	0	 
1	 2	 0	 1	918 	0	 
1	 1	 1	 1	1196 	1	 
1	 3	 1	 1	833 	1	 
1	 3	 1	 2	1411 	0	 
1	 1	 1	 1	705 	1	 
1	 1	 0	 2	807 	1	 
1	 2	 1	 2	945 	1	 
1	 3	 0	 1	1059 	0	 
1	 2	 1	 2	1180 	1	 
1	 3	 1	 1	1350 	0	 
1	 3	 0	 2	992 	0	 
1	 1	 1	 1	710 	1	 
1	 3	 1	 1	1260 	1	 
1	 1	 0	 1	854 	1	 
1	 3	 0	 1	1560 	1	 
1	 3	 1	 1	1405 	1	 
1	 3	 0	 1	1035 	1	 
1	 1	 1	 1	701 	1	 
1	 2	 1	 2	1095 	1	 
1	 1	 1	 2	648 	1	 
1	 2	 1	 1	946 	1	 
1	 1	 0	 2	548 	1	 
1	 3	 0	 2	858 	0	 
1	 2	 1	 1	928 	1	 
1	 1	 1	 2	506 	1	 
1	 3	 1	 2	836 	0	 
1	 3	 1	 2	770 	0	 
1	 3	 1	 2	1080 	1	 
1	 1	 1	 1	637 	1	 
1	 1	 1	 2	575 	1	 
1	 1	 1	 2	525 	1	 
1	 3	 1	 2	1500 	1	 
1	 2	 1	 1	1006 	1	 
1	 3	 0	 1	1116 	0	 
1	 3	 1	 1	490 	0	 
1	 2	 1	 2	912 	1	 
1	 2	 1	 2	666 	1	 
1	 2	 1	 1	948 	1	 
1	 1	 1	 2	809 	1	 
1	 1	 1	 1	615 	1	 
1	 2	 0	 2	769 	1	 
1	 2	 1	 2	651 	0	 
1	 1	 1	 1	756 	1	 
1	 1	 1	 2	534 	1	 
1	 3	 1	 1	1176 	0	 
1	 2	 1	 2	1342 	1	 
2	 1	 1	 2	532 	1	 
2	 2	 1	 2	862 	1	 
2	 2	 1	 2	832 	1	 
2	 3	 1	 1	913 	0	 
2	 1	 1	 2	539 	1	 
2	 2	 0	 1	985 	1	 
2	 3	 1	 2	1295 	1	 
2	 1	 1	 2	600 	1	 
2	 3	 0	 2	538 	1	 
2	 2	 1	 2	620 	1	 
2	 3	 0	 2	894 	1	 
2	 3	 1	 2	963 	0	 
2	 1	 1	 1	673 	1	 
2	 1	 1	 2	535 	1	 
2	 3	 0	 1	1085 	0	 
2	 1	 1	 2	511 	1	 
2	 1	 1	 2	605 	1	 
2	 1	 1	 1	691 	1	 
2	 3	 1	 1	1077 	0	 
2	 3	 1	 1	1035 	1	 
2	 1	 0	 1	608 	1	 
2	 3	 1	 2	859 	1	 
2	 1	 0	 2	565 	1	 
2	 2	 1	 1	855 	1	 
2	 1	 1	 2	545 	1	 
2	 2	 0	 1	667 	1	 
2	 3	 0	 1	940 	1	 
2	 1	 1	 1	539 	1	 
2	 1	 1	 1	544 	1	 
2	 3	 0	 2	974 	1	 
2	 1	 0	 1	536 	1	 
2	 1	 1	 1	594 	1	 
2	 2	 0	 1	628 	1	 
2	 3	 1	 2	1002 	1	 
2	 2	 1	 1	763 	1	 
2	 2	 1	 1	637 	1	 
2	 2	 1	 1	599 	1	 
2	 3	 1	 1	853 	1	 
2	 1	 1	 1	666 	1	 
2	 1	 0	 2	708 	1	 
2	 2	 1	 2	755 	1	 
2	 2	 0	 2	588 	1	 
2	 3	 0	 2	718 	1	 
2	 2	 1	 2	752 	1	 
2	 1	 1	 1	557 	1	 
2	 2	 1	 1	700 	1	 
2	 2	 1	 1	730 	1	 
2	 3	 1	 1	799 	1	 
2	 2	 0	 2	605 	1	 
2	 2	 1	 2	503 	1	 
2	 1	 1	 2	585 	1	 
2	 3	 1	 2	758 	1	 
2	 1	 1	 1	585 	1	 
2	 3	 0	 1	831 	0	 
2	 2	 1	 2	788 	1	 
2	 2	 0	 2	506 	1	 
2	 2	 1	 1	653 	1	 
2	 3	 1	 2	718 	1	 
2	 3	 1	 1	1472 	0	 
2	 3	 0	 1	738 	1	 
3	 1	 1	 2	572 	1	 
3	 1	 0	 1	565 	1	 
3	 1	 1	 2	495 	1	 
3	 1	 1	 2	505 	1	 
3	 2	 1	 1	691 	1	 
3	 3	 0	 2	861 	1	 
3	 1	 1	 2	563 	1	 
3	 3	 0	 1	728 	1	 
3	 3	 1	 1	1070 	1	 
3	 3	 0	 1	836 	1	 
3	 2	 1	 1	669 	1	 
3	 1	 1	 1	507 	1	 
3	 1	 1	 1	450 	1	 
3	 3	 1	 1	823 	1	 
3	 2	 1	 2	682 	1	 
3	 2	 1	 1	527 	0	 
3	 3	 0	 1	977 	0	 
3	 3	 1	 2	1195 	1	 
3	 1	 1	 1	597 	1	 
3	 2	 0	 2	886 	1	 
3	 3	 1	 2	1388 	1	 
3	 1	 1	 1	642 	1	 
3	 3	 0	 2	1093 	0	 
3	 2	 0	 1	1002 	1	 
3	 2	 1	 2	768 	1	 
3	 2	 1	 1	670 	1	 
3	 2	 1	 2	847 	1	 
3	 2	 1	 2	509 	1	 
3	 1	 0	 1	683 	1	 
3	 2	 0	 2	713 	1	 
3	 1	 1	 1	630 	1	 
3	 3	 1	 2	1516 	1	 
3	 3	 1	 2	706 	0	 
3	 3	 1	 1	1328 	1	 
3	 1	 1	 1	1009 	1	 
3	 2	 1	 1	887 	1	 
3	 1	 1	 1	637 	1	 
3	 2	 0	 2	739 	1	 
3	 3	 1	 1	972 	0	 
3	 1	 1	 2	530 	1	 
3	 1	 1	 2	512 	1	 
3	 3	 1	 1	733 	0	 
3	 1	 1	 2	599 	1	 
3	 2	 1	 1	657 	1	 
3	 2	 1	 2	552 	1	 
3	 3	 1	 1	845 	1	 
3	 3	 0	 2	1111 	1	 
3	 2	 0	 1	665 	0	 
