Block	Pair_type	Feedback_type	Side	RT	ACC
1	 1	 1	 1	804 	1	 
1	 2	 1	 2	966 	1	 
1	 2	 1	 1	1240 	1	 
1	 1	 1	 1	746 	1	 
1	 2	 0	 1	956 	1	 
1	 1	 1	 2	642 	1	 
1	 1	 0	 2	864 	1	 
1	 3	 1	 2	962 	1	 
1	 2	 1	 1	1308 	1	 
1	 2	 1	 2	1002 	1	 
1	 2	 1	 2	992 	1	 
1	 3	 0	 2	902 	1	 
1	 3	 1	 1	888 	0	 
1	 1	 1	 1	693 	1	 
1	 3	 0	 2	903 	1	 
1	 3	 1	 1	1037 	1	 
1	 1	 1	 1	719 	1	 
1	 1	 1	 1	696 	1	 
1	 3	 0	 1	790 	1	 
1	 3	 1	 2	1104 	0	 
1	 2	 1	 2	842 	1	 
1	 2	 1	 1	684 	1	 
1	 1	 1	 1	574 	1	 
1	 3	 1	 2	736 	1	 
1	 3	 1	 1	818 	1	 
1	 2	 0	 1	852 	1	 
1	 3	 1	 2	762 	1	 
1	 2	 1	 1	751 	1	 
1	 1	 0	 1	745 	1	 
1	 3	 1	 1	823 	1	 
1	 3	 1	 2	713 	1	 
1	 1	 1	 1	623 	1	 
1	 2	 1	 2	761 	1	 
1	 1	 1	 2	639 	1	 
1	 2	 0	 2	817 	1	 
1	 1	 1	 2	678 	1	 
1	 2	 1	 2	868 	1	 
1	 1	 1	 2	538 	1	 
1	 2	 0	 2	772 	1	 
1	 2	 1	 1	1077 	1	 
1	 1	 1	 1	583 	1	 
1	 2	 1	 2	853 	1	 
1	 1	 0	 2	547 	1	 
1	 1	 1	 2	672 	1	 
1	 2	 0	 2	1266 	1	 
1	 2	 1	 1	1056 	0	 
1	 3	 0	 1	874 	1	 
1	 3	 0	 2	769 	1	 
1	 2	 0	 1	838 	1	 
1	 3	 1	 1	804 	1	 
1	 2	 1	 1	806 	1	 
1	 3	 1	 2	676 	1	 
1	 3	 0	 1	610 	1	 
1	 1	 1	 2	624 	1	 
1	 1	 0	 1	674 	1	 
1	 1	 1	 2	549 	1	 
1	 3	 1	 1	782 	1	 
1	 1	 1	 2	608 	1	 
1	 3	 0	 1	675 	1	 
1	 3	 0	 2	605 	1	 
2	 2	 1	 1	795 	1	 
2	 3	 1	 1	800 	1	 
2	 1	 1	 1	626 	1	 
2	 1	 1	 2	632 	1	 
2	 3	 1	 1	962 	1	 
2	 2	 1	 2	975 	1	 
2	 3	 1	 1	674 	1	 
2	 3	 0	 2	628 	1	 
2	 1	 0	 1	730 	1	 
2	 1	 1	 2	560 	1	 
2	 2	 0	 2	1001 	1	 
2	 3	 0	 1	743 	1	 
2	 2	 1	 2	697 	1	 
2	 3	 0	 2	831 	1	 
2	 1	 1	 1	680 	1	 
2	 1	 1	 1	1170 	1	 
2	 2	 0	 1	1084 	0	 
2	 3	 1	 2	1126 	1	 
2	 2	 1	 1	904 	0	 
2	 2	 1	 1	1309 	0	 
2	 2	 0	 1	495 	0	 
2	 3	 1	 2	749 	1	 
