Block	Pair_type	Feedback_type	Side	RT	ACC
1	 1	 1	 2	1511 	1	 
1	 3	 0	 2	1424 	1	 
1	 1	 1	 1	0 	missed	 
1	 2	 1	 1	1101 	1	 
1	 2	 0	 2	1051 	0	 
1	 3	 1	 1	1185 	0	 
1	 3	 1	 2	1515 	0	 
1	 1	 1	 2	1240 	1	 
1	 3	 1	 2	1514 	1	 
1	 2	 1	 2	1404 	1	 
1	 2	 1	 2	958 	0	 
1	 2	 1	 2	1312 	0	 
1	 2	 0	 1	1394 	1	 
1	 3	 0	 2	1335 	1	 
1	 3	 1	 1	1401 	1	 
1	 1	 1	 1	1339 	1	 
1	 1	 1	 2	1469 	1	 
1	 3	 1	 1	1282 	1	 
1	 1	 0	 1	1292 	1	 
1	 2	 1	 1	1155 	1	 
1	 3	 0	 1	1164 	1	 
1	 3	 0	 2	1302 	1	 
1	 3	 1	 2	660 	0	 
1	 2	 1	 2	1161 	1	 
1	 1	 1	 1	1131 	1	 
1	 3	 1	 2	1285 	1	 
1	 2	 0	 2	1463 	1	 
1	 1	 1	 2	1349 	1	 
1	 1	 1	 2	1378 	1	 
1	 3	 1	 1	1300 	1	 
1	 3	 1	 1	1290 	1	 
1	 2	 1	 1	1408 	1	 
1	 3	 1	 2	1451 	1	 
1	 2	 1	 1	1140 	1	 
1	 3	 0	 1	1463 	1	 
1	 2	 1	 2	1081 	1	 
1	 2	 0	 1	1434 	1	 
1	 2	 1	 1	780 	1	 
1	 1	 1	 1	1134 	1	 
1	 2	 1	 1	1224 	1	 
1	 2	 1	 2	1054 	1	 
1	 1	 1	 2	1204 	0	 
1	 1	 1	 1	1077 	1	 
1	 2	 1	 1	1255 	1	 
1	 3	 0	 1	1329 	1	 
1	 1	 1	 2	1114 	1	 
1	 3	 0	 1	1308 	1	 
1	 1	 0	 2	1047 	1	 
1	 3	 1	 1	1188 	0	 
1	 3	 0	 2	1134 	1	 
1	 3	 1	 2	1132 	1	 
1	 1	 1	 1	1206 	1	 
1	 2	 1	 2	1372 	1	 
1	 1	 0	 2	1354 	1	 
1	 1	 0	 1	1376 	1	 
1	 1	 1	 2	973 	1	 
1	 2	 0	 2	800 	1	 
1	 1	 1	 1	1077 	1	 
1	 2	 0	 1	947 	1	 
1	 1	 1	 1	1481 	1	 
2	 2	 1	 1	847 	1	 
2	 3	 1	 2	1216 	1	 
2	 1	 1	 2	1030 	1	 
2	 3	 1	 2	1172 	1	 
2	 2	 1	 1	870 	1	 
2	 3	 1	 2	943 	1	 
2	 1	 1	 2	1201 	1	 
2	 2	 1	 2	1323 	1	 
2	 1	 0	 2	1449 	1	 
2	 3	 1	 2	1111 	1	 
2	 2	 1	 2	1213 	1	 
2	 3	 0	 1	1195 	1	 
2	 1	 0	 2	1252 	1	 
2	 3	 1	 2	1174 	0	 
2	 2	 1	 1	1152 	0	 
2	 2	 0	 2	934 	1	 
2	 2	 1	 2	1348 	1	 
2	 1	 1	 1	1206 	1	 
2	 1	 1	 2	1256 	1	 
2	 3	 1	 1	1418 	1	 
2	 2	 1	 1	1364 	1	 
2	 2	 1	 2	1466 	1	 
2	 1	 1	 1	1008 	1	 
2	 2	 0	 2	1370 	1	 
2	 1	 0	 1	992 	1	 
2	 1	 1	 1	902 	1	 
2	 3	 1	 2	1207 	1	 
2	 1	 1	 2	1390 	0	 
2	 3	 1	 1	1436 	1	 
2	 2	 1	 2	1198 	1	 
2	 3	 1	 1	1572 	0	 
2	 2	 0	 2	1281 	1	 
2	 2	 1	 2	1231 	1	 
2	 3	 0	 1	1437 	1	 
2	 1	 1	 1	1127 	1	 
2	 2	 0	 1	1168 	1	 
2	 3	 0	 2	1522 	1	 
2	 3	 0	 2	1128 	1	 
2	 3	 1	 1	1046 	0	 
2	 2	 1	 1	1480 	1	 
2	 1	 1	 1	1309 	1	 
2	 2	 0	 1	1063 	1	 
2	 3	 0	 1	1197 	1	 
2	 1	 0	 1	926 	1	 
2	 1	 1	 1	1372 	1	 
2	 3	 0	 1	850 	1	 
2	 3	 1	 1	1000 	0	 
2	 1	 1	 2	1157 	1	 
2	 1	 1	 1	1140 	1	 
2	 3	 1	 1	1214 	1	 
2	 1	 1	 2	1212 	1	 
2	 3	 0	 2	1453 	1	 
2	 1	 1	 2	1151 	1	 
2	 3	 0	 2	1349 	0	 
2	 2	 1	 1	983 	1	 
2	 2	 1	 1	1245 	1	 
2	 2	 0	 1	1518 	0	 
2	 2	 1	 2	1652 	0	 
2	 1	 1	 2	1026 	1	 
2	 1	 1	 1	1304 	1	 
3	 3	 1	 2	1137 	1	 
3	 3	 1	 2	1679 	1	 
3	 2	 0	 2	1193 	1	 
3	 2	 0	 1	779 	1	 
3	 1	 0	 1	840 	1	 
3	 2	 1	 1	1031 	0	 
3	 1	 1	 2	801 	0	 
3	 1	 1	 2	906 	1	 
3	 2	 0	 1	1040 	1	 
3	 2	 1	 2	866 	1	 
3	 1	 1	 2	1036 	1	 
3	 2	 1	 1	866 	1	 
3	 2	 1	 2	1299 	1	 
3	 2	 1	 1	917 	1	 
3	 1	 1	 1	1047 	1	 
3	 1	 1	 2	1325 	1	 
3	 1	 0	 1	887 	1	 
3	 1	 1	 2	685 	1	 
3	 2	 0	 1	759 	1	 
3	 3	 1	 2	1217 	1	 
3	 3	 1	 1	1523 	0	 
3	 1	 0	 2	933 	1	 
3	 1	 1	 2	551 	0	 
3	 3	 1	 1	1341 	0	 
3	 3	 1	 1	1027 	1	 
3	 2	 1	 1	989 	1	 
3	 2	 1	 1	1139 	1	 
3	 1	 1	 1	1144 	1	 
3	 3	 0	 1	1170 	1	 
3	 1	 0	 2	1468 	1	 
3	 3	 1	 2	1450 	0	 
3	 3	 1	 1	1327 	1	 
3	 2	 1	 2	1005 	1	 
3	 2	 1	 2	915 	1	 
3	 3	 0	 1	1429 	1	 
3	 3	 0	 2	854 	1	 
3	 2	 1	 1	972 	1	 
3	 1	 1	 2	1374 	1	 
3	 1	 1	 2	1140 	1	 
3	 2	 1	 1	878 	1	 
3	 1	 1	 1	1096 	1	 
3	 3	 0	 1	1290 	1	 
3	 1	 1	 1	1140 	1	 
3	 3	 1	 1	1302 	1	 
3	 2	 0	 2	1128 	1	 
3	 3	 0	 2	1310 	0	 
3	 3	 0	 2	1172 	1	 
3	 3	 1	 1	1533 	1	 
