Block	Pair_type	Feedback_type	Side	RT	ACC
1	 3	 1	 1	1059 	1	 
1	 3	 1	 2	554 	0	 
1	 1	 1	 1	684 	0	 
1	 1	 1	 1	506 	1	 
1	 1	 0	 1	780 	0	 
1	 3	 1	 2	675 	0	 
1	 3	 0	 1	349 	0	 
1	 3	 1	 1	415 	0	 
1	 3	 0	 1	337 	1	 
1	 3	 1	 1	295 	0	 
1	 2	 0	 1	516 	0	 
1	 2	 0	 2	630 	0	 
1	 3	 0	 2	764 	1	 
1	 1	 1	 1	498 	1	 
1	 2	 0	 1	655 	0	 
1	 3	 0	 1	1293 	1	 
1	 1	 1	 2	779 	1	 
1	 1	 1	 1	788 	1	 
1	 1	 1	 1	1018 	1	 
1	 1	 1	 2	852 	0	 
1	 1	 1	 2	722 	0	 
1	 1	 1	 2	731 	1	 
1	 1	 0	 2	761 	1	 
1	 1	 1	 1	979 	0	 
1	 2	 1	 2	621 	0	 
1	 3	 1	 1	626 	0	 
1	 2	 0	 1	744 	0	 
1	 3	 1	 2	1010 	1	 
1	 2	 0	 2	1212 	1	 
1	 2	 1	 1	601 	0	 
1	 2	 1	 1	591 	1	 
1	 2	 1	 2	962 	0	 
1	 3	 1	 1	787 	0	 
1	 3	 0	 2	733 	0	 
1	 3	 0	 1	959 	0	 
1	 1	 1	 2	737 	0	 
1	 1	 0	 2	523 	1	 
1	 1	 1	 1	753 	0	 
1	 1	 1	 2	511 	0	 
1	 2	 1	 1	457 	0	 
1	 2	 0	 2	423 	0	 
1	 1	 1	 1	365 	0	 
1	 2	 1	 1	391 	1	 
1	 2	 1	 2	461 	1	 
1	 1	 0	 1	643 	1	 
1	 3	 1	 1	388 	0	 
1	 1	 1	 2	450 	0	 
1	 3	 0	 2	552 	1	 
1	 2	 1	 2	422 	0	 
1	 2	 1	 2	460 	1	 
1	 1	 1	 2	389 	1	 
1	 3	 1	 2	407 	0	 
1	 2	 1	 1	321 	0	 
1	 2	 1	 1	307 	1	 
1	 2	 1	 2	466 	1	 
1	 3	 0	 2	467 	0	 
1	 2	 1	 1	461 	0	 
1	 2	 1	 2	355 	0	 
1	 3	 1	 2	260 	1	 
1	 3	 1	 2	358 	1	 
2	 2	 0	 2	377 	0	 
2	 1	 1	 1	438 	0	 
2	 1	 1	 1	348 	1	 
2	 2	 1	 1	394 	0	 
2	 1	 1	 2	320 	0	 
2	 2	 1	 1	393 	0	 
2	 2	 1	 2	427 	0	 
2	 1	 1	 2	265 	1	 
2	 3	 1	 2	359 	1	 
2	 2	 0	 1	457 	0	 
2	 3	 0	 2	536 	1	 
2	 3	 0	 1	429 	1	 
2	 2	 1	 1	267 	0	 
2	 2	 1	 2	413 	0	 
2	 3	 1	 1	783 	0	 
2	 2	 1	 2	460 	0	 
2	 3	 0	 1	482 	0	 
2	 2	 1	 1	480 	0	 
2	 2	 0	 2	598 	0	 
2	 1	 1	 2	819 	0	 
2	 1	 1	 1	345 	0	 
2	 3	 0	 1	327 	1	 
2	 3	 0	 2	281 	1	 
2	 1	 0	 1	450 	1	 
2	 1	 1	 1	420 	0	 
2	 2	 1	 2	478 	1	 
2	 1	 1	 1	384 	0	 
2	 1	 1	 2	453 	0	 
2	 1	 1	 1	331 	0	 
2	 3	 0	 2	317 	1	 
2	 1	 0	 1	382 	1	 
2	 2	 0	 1	328 	0	 
2	 2	 1	 1	482 	0	 
2	 3	 1	 1	400 	1	 
2	 1	 1	 2	422 	0	 
2	 1	 1	 2	343 	1	 
2	 1	 1	 2	301 	1	 
2	 1	 1	 1	403 	0	 
2	 1	 0	 2	388 	0	 
2	 3	 0	 1	306 	0	 
2	 3	 1	 2	468 	0	 
2	 2	 1	 2	386 	1	 
2	 2	 1	 2	563 	1	 
2	 2	 1	 1	465 	0	 
2	 3	 1	 2	315 	0	 
2	 3	 1	 2	285 	1	 
2	 2	 1	 2	290 	1	 
2	 2	 0	 2	485 	1	 
2	 3	 1	 1	391 	1	 
2	 3	 1	 2	353 	1	 
2	 1	 1	 2	435 	0	 
2	 2	 1	 1	456 	0	 
2	 1	 1	 1	366 	1	 
2	 1	 0	 2	392 	1	 
2	 3	 1	 1	298 	1	 
2	 3	 0	 2	460 	0	 
2	 3	 1	 2	346 	1	 
2	 3	 1	 1	359 	1	 
2	 3	 1	 1	425 	0	 
2	 2	 0	 1	452 	1	 
3	 2	 0	 2	277 	1	 
3	 2	 0	 2	367 	0	 
3	 3	 0	 2	429 	1	 
3	 1	 1	 1	319 	1	 
3	 1	 0	 2	412 	1	 
3	 2	 0	 1	382 	1	 
3	 3	 1	 2	836 	1	 
3	 2	 1	 2	386 	0	 
3	 1	 1	 1	348 	0	 
3	 1	 0	 1	325 	1	 
3	 3	 0	 1	420 	0	 
3	 2	 1	 2	341 	0	 
3	 3	 1	 1	468 	0	 
3	 3	 1	 1	429 	0	 
3	 1	 1	 1	383 	1	 
3	 3	 1	 2	377 	0	 
3	 1	 1	 2	379 	1	 
3	 2	 1	 1	504 	0	 
3	 3	 1	 2	374 	0	 
3	 2	 1	 2	361 	1	 
3	 1	 1	 1	322 	0	 
3	 2	 0	 1	308 	1	 
3	 3	 0	 2	342 	1	 
3	 3	 1	 1	697 	1	 
3	 1	 1	 1	519 	1	 
3	 2	 1	 1	1112 	1	 
3	 1	 1	 1	814 	0	 
3	 1	 1	 2	484 	0	 
3	 3	 0	 1	394 	0	 
3	 2	 1	 1	1027 	1	 
3	 1	 1	 2	1025 	0	 
3	 1	 0	 2	559 	1	 
3	 2	 1	 2	685 	0	 
3	 2	 1	 2	603 	1	 
3	 2	 1	 1	1013 	1	 
3	 1	 0	 1	750 	0	 
3	 1	 1	 2	1072 	0	 
3	 3	 0	 2	774 	1	 
3	 3	 0	 2	772 	0	 
3	 3	 1	 2	754 	0	 
3	 2	 1	 2	552 	1	 
3	 1	 1	 2	546 	0	 
3	 3	 1	 2	443 	1	 
3	 1	 1	 1	681 	1	 
3	 1	 1	 2	559 	1	 
3	 3	 0	 1	601 	1	 
3	 3	 1	 1	327 	0	 
3	 3	 1	 1	445 	1	 
3	 3	 1	 2	447 	1	 
3	 2	 0	 2	676 	0	 
3	 2	 1	 1	1134 	0	 
3	 2	 1	 1	420 	1	 
3	 1	 1	 2	509 	0	 
3	 3	 1	 1	519 	0	 
3	 2	 1	 1	329 	1	 
3	 1	 1	 2	543 	0	 
3	 3	 0	 1	320 	0	 
3	 2	 0	 1	798 	0	 
3	 2	 1	 2	908 	1	 
3	 1	 1	 1	674 	0	 
4	 2	 0	 1	621 	1	 
4	 2	 1	 2	646 	0	 
4	 3	 0	 1	448 	0	 
4	 1	 1	 1	622 	0	 
4	 3	 1	 2	452 	0	 
4	 1	 1	 2	321 	1	 
4	 1	 1	 2	387 	1	 
4	 2	 1	 2	441 	0	 
4	 3	 1	 1	503 	0	 
4	 1	 1	 1	445 	1	 
4	 3	 1	 2	407 	1	 
4	 2	 1	 1	305 	0	 
4	 1	 1	 2	399 	0	 
4	 1	 0	 2	333 	1	 
4	 3	 1	 1	283 	1	 
4	 3	 0	 2	324 	1	 
4	 3	 0	 1	379 	1	 
4	 2	 1	 1	317 	0	 
4	 1	 1	 1	354 	1	 
4	 2	 1	 1	416 	1	 
4	 1	 1	 2	457 	0	 
4	 3	 1	 2	508 	1	 
4	 2	 0	 1	438 	0	 
4	 3	 1	 2	560 	1	 
4	 1	 1	 2	538 	0	 
4	 2	 1	 2	532 	1	 
4	 1	 0	 1	609 	0	 
4	 1	 1	 1	535 	1	 
4	 3	 1	 1	365 	1	 
4	 3	 1	 1	411 	1	 
4	 1	 1	 2	500 	0	 
4	 1	 1	 2	542 	1	 
4	 2	 0	 1	432 	0	 
4	 2	 0	 2	354 	1	 
4	 3	 0	 2	572 	0	 
4	 2	 1	 1	406 	0	 
4	 1	 0	 1	356 	1	 
4	 3	 0	 2	353 	1	 
4	 2	 1	 1	355 	1	 
4	 2	 1	 1	401 	1	 
4	 3	 1	 1	359 	1	 
4	 2	 1	 2	749 	0	 
4	 2	 0	 2	467 	1	 
4	 3	 1	 2	476 	0	 
4	 3	 0	 1	330 	0	 
4	 1	 1	 1	368 	0	 
4	 2	 1	 2	458 	0	 
4	 2	 1	 2	520 	1	 
4	 2	 1	 2	370 	1	 
4	 3	 0	 1	399 	0	 
4	 1	 1	 1	397 	0	 
4	 1	 1	 1	387 	1	 
4	 1	 1	 2	605 	0	 
4	 2	 1	 1	355 	0	 
4	 3	 0	 2	400 	0	 
4	 1	 1	 1	346 	1	 
4	 2	 0	 2	464 	1	 
4	 3	 1	 1	422 	1	 
4	 3	 1	 2	403 	1	 
4	 1	 0	 2	417 	0	 
5	 1	 1	 2	443 	1	 
5	 2	 1	 2	460 	0	 
5	 2	 1	 2	346 	1	 
5	 3	 1	 1	432 	0	 
5	 2	 0	 1	326 	1	 
5	 3	 0	 1	344 	0	 
5	 3	 1	 2	358 	0	 
