Block	Pair_type	Feedback_type	Side	RT	ACC
1	 2	 1	 1	1526 	0	 
1	 1	 1	 2	0 	missed	 
1	 3	 1	 1	338 	1	 
1	 1	 1	 1	932 	0	 
1	 2	 1	 2	1114 	1	 
1	 3	 1	 2	1071 	0	 
1	 2	 1	 2	1465 	1	 
1	 3	 0	 1	1487 	1	 
1	 1	 1	 2	1288 	0	 
1	 2	 0	 2	854 	1	 
1	 2	 1	 2	656 	1	 
1	 2	 1	 1	1178 	1	 
1	 1	 1	 2	1108 	1	 
1	 1	 1	 2	1234 	1	 
1	 2	 1	 1	1024 	1	 
1	 1	 1	 1	851 	1	 
1	 1	 1	 2	940 	1	 
1	 1	 1	 1	722 	1	 
1	 1	 0	 1	996 	1	 
1	 3	 0	 1	1238 	0	 
1	 3	 0	 2	556 	0	 
1	 3	 1	 1	913 	0	 
1	 2	 0	 2	903 	1	 
1	 3	 1	 1	1257 	0	 
1	 3	 0	 1	955 	1	 
1	 3	 0	 2	1357 	0	 
1	 3	 1	 2	831 	0	 
1	 1	 1	 1	1233 	0	 
1	 1	 1	 1	1163 	1	 
1	 1	 1	 1	0 	missed	 
1	 1	 1	 2	255 	1	 
1	 3	 0	 1	909 	1	 
1	 3	 1	 2	750 	1	 
1	 2	 1	 2	912 	1	 
1	 3	 1	 1	1494 	0	 
1	 3	 1	 1	740 	0	 
1	 3	 1	 1	402 	1	 
1	 2	 1	 2	968 	1	 
1	 1	 1	 1	1361 	1	 
1	 2	 1	 2	879 	1	 
1	 2	 1	 1	765 	1	 
1	 2	 1	 1	687 	0	 
1	 2	 1	 2	924 	1	 
1	 1	 0	 1	1211 	0	 
1	 2	 0	 1	1192 	1	 
1	 1	 0	 2	1298 	1	 
1	 1	 1	 2	1100 	1	 
1	 3	 1	 2	1510 	1	 
1	 3	 0	 2	1295 	0	 
1	 3	 1	 2	1029 	1	 
1	 2	 0	 1	1339 	0	 
1	 2	 0	 1	1349 	1	 
1	 1	 0	 2	1247 	0	 
1	 2	 1	 1	0 	missed	 
1	 1	 1	 1	395 	1	 
1	 3	 0	 2	820 	1	 
1	 1	 1	 2	1118 	0	 
1	 2	 0	 2	808 	0	 
1	 2	 1	 1	778 	0	 
1	 3	 1	 2	936 	1	 
2	 3	 0	 1	886 	1	 
2	 1	 1	 1	1352 	1	 
2	 1	 0	 1	1557 	0	 
2	 2	 0	 2	1188 	1	 
2	 3	 0	 2	926 	0	 
2	 2	 0	 2	1495 	0	 
2	 1	 1	 2	1105 	0	 
2	 1	 1	 1	803 	0	 
2	 3	 1	 1	1141 	0	 
2	 2	 0	 1	1223 	1	 
2	 3	 1	 1	757 	0	 
2	 3	 1	 2	928 	1	 
2	 1	 1	 2	1381 	1	 
2	 3	 1	 2	1519 	1	 
2	 1	 1	 2	1537 	0	 
2	 2	 1	 1	1267 	1	 
2	 3	 0	 2	1672 	0	 
2	 2	 1	 1	1382 	1	 
2	 2	 1	 1	1344 	1	 
2	 1	 1	 1	1470 	0	 
2	 2	 1	 1	1395 	1	 
2	 2	 1	 1	1073 	1	 
2	 1	 0	 2	1080 	1	 
2	 2	 1	 2	945 	1	 
2	 1	 0	 2	1519 	0	 
2	 3	 0	 1	1141 	1	 
2	 2	 1	 2	1159 	1	 
2	 2	 1	 1	973 	1	 
2	 3	 0	 1	0 	missed	 
2	 1	 1	 2	458 	0	 
2	 1	 1	 2	960 	0	 
2	 2	 0	 1	874 	1	 
2	 1	 1	 1	1224 	0	 
2	 1	 1	 1	971 	1	 
2	 3	 1	 2	1524 	1	 
2	 2	 1	 2	759 	1	 
2	 1	 1	 1	1185 	1	 
2	 2	 1	 2	871 	1	 
2	 2	 0	 1	705 	1	 
2	 3	 1	 2	1395 	1	 
2	 1	 1	 2	1116 	1	 
2	 1	 1	 2	1038 	1	 
2	 2	 1	 1	1256 	1	 
2	 3	 1	 1	1450 	1	 
2	 3	 1	 1	716 	1	 
2	 1	 1	 1	1245 	1	 
2	 2	 0	 2	1055 	1	 
2	 2	 1	 2	905 	0	 
2	 3	 1	 1	1239 	1	 
2	 3	 0	 2	1372 	1	 
2	 3	 0	 2	1562 	0	 
2	 1	 0	 1	1008 	1	 
2	 3	 1	 2	1238 	1	 
2	 3	 1	 2	920 	1	 
2	 3	 0	 1	1350 	1	 
2	 2	 1	 2	1032 	0	 
2	 1	 1	 2	937 	0	 
2	 1	 1	 1	935 	1	 
2	 3	 1	 1	993 	1	 
2	 2	 1	 2	791 	1	 
3	 1	 0	 1	865 	1	 
3	 2	 0	 1	783 	1	 
3	 1	 0	 2	1089 	1	 
3	 1	 1	 2	1046 	1	 
3	 3	 1	 2	1148 	1	 
3	 1	 0	 1	786 	1	 
3	 3	 1	 1	988 	1	 
3	 2	 0	 1	873 	1	 
3	 1	 1	 2	820 	1	 
3	 3	 1	 2	945 	1	 
3	 1	 1	 1	731 	1	 
3	 2	 1	 1	861 	1	 
3	 2	 1	 2	607 	1	 
3	 2	 1	 2	985 	1	 
3	 2	 0	 1	599 	1	 
3	 2	 0	 2	921 	1	 
3	 3	 1	 2	822 	1	 
3	 3	 0	 1	984 	1	 
3	 2	 1	 1	554 	0	 
3	 1	 1	 2	1103 	1	 
3	 1	 1	 1	797 	1	 
3	 2	 1	 1	1095 	1	 
3	 1	 1	 2	873 	0	 
3	 3	 1	 1	795 	0	 
3	 2	 1	 2	933 	1	 
3	 2	 1	 1	775 	1	 
3	 2	 0	 2	589 	1	 
3	 2	 1	 2	1123 	1	 
3	 2	 1	 2	961 	1	 
3	 3	 0	 2	1343 	1	 
3	 2	 1	 1	749 	1	 
3	 3	 1	 1	867 	1	 
3	 2	 1	 1	992 	1	 
3	 1	 1	 2	979 	1	 
3	 1	 0	 2	872 	1	 
3	 3	 0	 2	1026 	1	 
3	 3	 1	 1	1248 	1	 
3	 1	 1	 2	854 	1	 
3	 1	 1	 1	1063 	1	 
3	 3	 1	 1	1449 	0	 
3	 2	 1	 1	979 	1	 
3	 1	 1	 1	937 	1	 
3	 2	 1	 2	1098 	1	 
3	 1	 1	 2	988 	1	 
3	 3	 0	 1	1522 	0	 
3	 3	 0	 1	819 	1	 
3	 1	 1	 1	717 	1	 
3	 3	 1	 2	967 	1	 
3	 3	 0	 1	801 	1	 
3	 3	 1	 2	810 	1	 
3	 1	 1	 1	936 	1	 
3	 2	 0	 2	842 	1	 
3	 3	 1	 2	1416 	1	 
3	 2	 1	 2	938 	1	 
3	 1	 1	 1	764 	1	 
