Side	RT	ACC	Type
1	1219 	1	15	 
0	828 	1	10	 
1	612 	1	10	 
1	684 	1	3	 
1	706 	1	10	 
1	607 	1	10	 
0	720 	1	12	 
1	788 	1	14	 
0	798 	1	10	 
1	591 	1	4	 
1	1000 	1	11	 
1	785 	1	14	 
1	723 	1	15	 
0	607 	1	15	 
1	744 	1	5	 
0	675 	0	11	 
0	1177 	0	9	 
0	731 	1	5	 
0	943 	1	12	 
1	0 	missed	15	 
1	971 	1	9	 
0	1006 	0	15	 
0	759 	1	10	 
1	658 	1	5	 
0	761 	1	13	 
1	683 	1	4	 
1	1401 	0	11	 
1	658 	1	15	 
1	913 	1	12	 
1	597 	1	2	 
1	830 	1	6	 
0	710 	1	1	 
0	938 	0	6	 
1	1070 	1	11	 
0	637 	0	11	 
1	676 	1	2	 
0	610 	1	2	 
1	842 	1	6	 
0	1090 	1	12	 
0	944 	1	14	 
1	611 	1	3	 
0	931 	1	9	 
1	831 	1	8	 
1	878 	1	13	 
1	700 	1	1	 
0	809 	1	7	 
0	970 	1	10	 
1	868 	1	2	 
0	923 	1	8	 
0	1087 	1	8	 
0	0 	missed	5	 
1	494 	1	1	 
0	683 	1	5	 
0	737 	1	8	 
0	613 	0	11	 
1	573 	1	13	 
0	807 	1	6	 
0	1048 	1	2	 
1	719 	1	15	 
0	820 	1	12	 
1	620 	1	10	 
0	732 	1	8	 
0	736 	1	3	 
0	683 	1	10	 
0	857 	1	12	 
0	736 	1	14	 
1	820 	1	8	 
1	1044 	1	13	 
0	755 	1	10	 
1	710 	1	8	 
1	779 	1	11	 
0	668 	1	7	 
1	971 	1	9	 
0	717 	1	4	 
1	849 	0	14	 
1	728 	1	9	 
1	604 	1	10	 
1	741 	1	1	 
1	633 	1	10	 
1	744 	1	12	 
0	811 	1	1	 
1	652 	1	2	 
1	523 	1	5	 
0	567 	1	3	 
0	769 	0	9	 
1	692 	1	5	 
1	817 	1	8	 
0	666 	1	13	 
0	880 	1	1	 
0	918 	1	2	 
0	714 	1	14	 
0	894 	1	15	 
1	771 	1	7	 
0	638 	0	9	 
1	821 	1	6	 
0	870 	1	9	 
0	732 	1	8	 
0	696 	1	13	 
0	821 	0	11	 
0	813 	1	7	 
1	757 	1	13	 
1	848 	1	7	 
0	759 	1	8	 
0	618 	1	7	 
1	730 	1	2	 
0	742 	1	3	 
1	737 	1	6	 
1	909 	1	14	 
1	1058 	1	13	 
0	1113 	1	6	 
0	614 	1	3	 
1	846 	1	9	 
1	813 	1	9	 
1	1013 	1	8	 
1	718 	1	4	 
1	738 	1	9	 
1	630 	1	7	 
0	605 	0	11	 
1	646 	1	3	 
0	765 	0	4	 
1	1032 	1	14	 
1	735 	1	12	 
1	659 	1	14	 
0	746 	1	1	 
1	997 	1	12	 
0	870 	1	6	 
0	980 	1	14	 
1	638 	1	5	 
0	886 	0	14	 
1	571 	1	4	 
0	1222 	0	11	 
1	678 	1	12	 
0	836 	1	2	 
1	1196 	1	7	 
0	757 	1	6	 
0	672 	1	4	 
0	518 	1	13	 
0	986 	1	7	 
1	948 	1	1	 
1	599 	1	1	 
1	488 	0	7	 
1	614 	1	4	 
0	1134 	1	14	 
0	890 	1	15	 
0	655 	1	2	 
1	606 	1	5	 
0	575 	1	13	 
0	594 	0	9	 
1	875 	1	11	 
0	721 	1	5	 
0	981 	1	1	 
0	1023 	1	4	 
0	776 	1	3	 
0	698 	1	1	 
1	711 	1	1	 
1	819 	1	13	 
1	1036 	1	12	 
0	963 	1	6	 
1	574 	1	3	 
1	792 	1	15	 
0	594 	0	4	 
1	931 	1	6	 
0	958 	1	15	 
0	649 	1	3	 
0	872 	1	7	 
1	983 	0	11	 
1	832 	1	7	 
1	552 	1	3	 
1	531 	1	3	 
0	791 	1	12	 
1	760 	1	6	 
0	955 	1	15	 
1	542 	1	4	 
1	617 	1	2	 
0	786 	1	13	 
0	643 	1	5	 
0	610 	1	5	 
1	707 	1	8	 
0	664 	1	2	 
0	926 	1	4	 
