Side	RT	ACC	Type
1	0 	missed	12	 
0	618 	1	6	 
0	728 	0	13	 
0	610 	1	15	 
1	648 	1	12	 
1	605 	1	3	 
1	508 	1	2	 
0	607 	0	13	 
1	582 	1	9	 
1	550 	1	13	 
0	479 	1	4	 
1	571 	1	5	 
1	619 	1	9	 
0	601 	1	15	 
1	768 	1	10	 
1	521 	1	4	 
0	579 	1	2	 
1	467 	0	1	 
0	567 	0	8	 
1	616 	1	7	 
0	702 	1	8	 
0	561 	1	1	 
1	505 	1	5	 
1	492 	1	13	 
0	592 	1	2	 
1	568 	1	2	 
1	944 	1	10	 
1	921 	1	11	 
1	532 	1	4	 
0	541 	1	12	 
0	495 	0	9	 
0	498 	1	5	 
0	525 	1	12	 
0	527 	1	4	 
1	569 	1	8	 
0	529 	1	6	 
1	507 	1	3	 
0	486 	1	10	 
0	522 	1	12	 
1	676 	1	9	 
0	472 	1	3	 
0	476 	0	9	 
1	592 	1	2	 
1	640 	0	15	 
0	517 	1	10	 
1	632 	1	12	 
0	509 	1	4	 
1	520 	1	8	 
0	498 	1	1	 
1	501 	1	9	 
1	568 	1	1	 
1	552 	1	2	 
0	537 	1	12	 
0	619 	0	14	 
1	529 	0	15	 
0	539 	1	5	 
0	589 	1	3	 
1	732 	1	12	 
0	686 	1	10	 
0	666 	1	15	 
1	582 	1	14	 
0	646 	1	10	 
0	667 	1	15	 
0	536 	1	8	 
1	593 	1	7	 
0	608 	0	14	 
1	671 	1	11	 
0	876 	1	11	 
1	528 	1	10	 
1	866 	1	15	 
0	726 	0	9	 
1	816 	1	9	 
0	662 	1	3	 
1	675 	1	7	 
1	511 	1	5	 
0	514 	1	5	 
0	1268 	0	13	 
1	952 	1	6	 
1	690 	1	11	 
0	533 	1	11	 
1	591 	1	7	 
0	535 	0	13	 
0	632 	0	2	 
1	558 	1	12	 
0	503 	1	11	 
0	706 	1	9	 
1	525 	1	14	 
0	568 	1	11	 
0	712 	1	8	 
0	642 	1	15	 
0	512 	1	4	 
0	506 	1	2	 
0	589 	1	9	 
0	501 	1	10	 
1	568 	1	15	 
0	584 	1	7	 
0	496 	1	1	 
0	491 	1	5	 
1	479 	1	4	 
0	434 	1	4	 
1	576 	1	7	 
0	560 	1	1	 
0	552 	1	3	 
1	561 	1	12	 
0	474 	1	1	 
0	494 	1	3	 
1	441 	1	4	 
1	423 	1	2	 
1	717 	1	11	 
0	567 	1	6	 
0	576 	0	9	 
1	560 	1	2	 
0	736 	1	7	 
0	538 	1	6	 
1	532 	1	7	 
1	485 	1	1	 
1	593 	1	4	 
0	800 	0	8	 
1	759 	0	13	 
1	568 	1	5	 
1	656 	1	10	 
1	605 	1	4	 
1	892 	0	13	 
1	799 	0	10	 
0	518 	1	5	 
1	505 	1	3	 
0	804 	1	2	 
1	427 	0	8	 
1	744 	0	11	 
1	546 	1	8	 
1	467 	1	1	 
1	639 	1	6	 
0	581 	0	14	 
1	468 	1	5	 
1	593 	1	6	 
1	544 	1	5	 
1	497 	1	6	 
1	476 	1	3	 
0	488 	0	14	 
0	756 	1	6	 
1	517 	0	15	 
1	455 	1	6	 
1	500 	1	8	 
1	559 	1	13	 
1	560 	1	8	 
0	712 	1	7	 
1	547 	1	3	 
0	540 	0	14	 
0	526 	1	1	 
0	943 	1	12	 
0	624 	0	13	 
1	511 	1	13	 
1	553 	1	14	 
0	482 	1	2	 
1	1366 	0	14	 
1	494 	1	3	 
1	777 	1	10	 
0	489 	1	12	 
1	621 	0	14	 
0	875 	1	5	 
0	576 	1	3	 
0	600 	1	15	 
1	599 	1	9	 
1	446 	1	1	 
0	1107 	0	11	 
0	806 	0	13	 
1	1021 	0	14	 
0	1020 	1	8	 
0	1058 	0	14	 
0	840 	1	10	 
0	869 	1	6	 
0	634 	1	7	 
1	552 	1	1	 
1	585 	1	6	 
0	696 	1	7	 
0	907 	1	11	 
0	550 	1	7	 
0	999 	1	4	 
1	1175 	0	11	 
1	1159 	1	15	 
