Side	RT	ACC	Type
1	1390 	1	8	 
0	1299 	1	10	 
0	1219 	1	8	 
0	1262 	1	13	 
1	1536 	1	13	 
0	1095 	1	13	 
0	1279 	1	8	 
1	0 	missed	14	 
1	1164 	1	2	 
1	1354 	1	3	 
0	1600 	1	2	 
0	1588 	1	3	 
0	1337 	1	13	 
0	1176 	1	9	 
1	1453 	1	4	 
0	1407 	1	4	 
0	1236 	1	1	 
1	1215 	1	15	 
0	1162 	1	7	 
1	1240 	1	5	 
1	1202 	1	9	 
0	1311 	1	12	 
1	1270 	1	8	 
0	1128 	1	15	 
1	967 	1	6	 
0	1348 	1	12	 
1	1202 	1	9	 
0	1567 	1	11	 
1	1108 	1	12	 
0	0 	missed	11	 
0	793 	1	5	 
1	1181 	1	11	 
1	1378 	1	11	 
1	1175 	1	3	 
1	924 	1	6	 
0	796 	1	1	 
0	1368 	1	14	 
0	1357 	1	15	 
0	1131 	1	4	 
1	1082 	1	6	 
0	1283 	1	15	 
0	836 	1	1	 
0	1079 	1	9	 
1	1160 	1	10	 
1	949 	1	15	 
1	1307 	1	8	 
0	1059 	1	7	 
0	1229 	1	2	 
1	1176 	1	1	 
0	1093 	1	9	 
1	1269 	1	6	 
0	1086 	1	4	 
0	767 	1	1	 
1	885 	1	8	 
0	1229 	1	6	 
0	1328 	1	14	 
0	1271 	1	4	 
1	1353 	1	4	 
1	1567 	1	13	 
1	1157 	1	1	 
1	963 	1	1	 
0	1056 	1	9	 
0	1034 	1	6	 
1	1525 	1	2	 
0	1085 	1	2	 
0	1278 	1	3	 
1	791 	1	6	 
0	1115 	1	13	 
0	1387 	1	13	 
1	1520 	1	14	 
1	0 	missed	11	 
0	0 	missed	14	 
1	944 	1	7	 
0	1118 	1	7	 
0	1302 	1	6	 
0	1118 	1	15	 
1	1014 	1	15	 
0	1081 	1	10	 
1	1258 	1	5	 
1	1180 	1	14	 
0	0 	missed	11	 
0	741 	1	3	 
1	1156 	1	3	 
0	1050 	1	6	 
1	1276 	1	12	 
1	973 	1	12	 
0	1099 	1	9	 
0	1195 	1	12	 
0	1111 	1	5	 
1	1263 	1	11	 
1	920 	1	1	 
1	1439 	1	2	 
1	1226 	1	6	 
0	1061 	1	15	 
0	879 	1	3	 
0	1008 	1	5	 
1	1092 	1	8	 
1	1164 	1	4	 
1	1130 	1	10	 
1	1337 	1	11	 
1	864 	1	10	 
1	1305 	1	7	 
1	1241 	1	9	 
1	1284 	1	4	 
1	1053 	1	7	 
1	1007 	1	12	 
1	1076 	1	7	 
0	1221 	1	4	 
1	1177 	1	13	 
1	1053 	1	8	 
1	960 	1	7	 
1	901 	1	5	 
1	957 	1	9	 
0	651 	1	1	 
0	973 	1	7	 
1	827 	1	9	 
0	1245 	1	14	 
0	1048 	1	14	 
0	1274 	1	11	 
0	1027 	1	12	 
0	1102 	1	8	 
1	1014 	1	3	 
0	1058 	1	12	 
1	956 	1	10	 
0	1082 	1	14	 
1	1027 	1	5	 
0	950 	1	10	 
0	1004 	1	4	 
0	1032 	1	13	 
1	827 	1	3	 
0	1134 	1	5	 
1	1236 	1	15	 
1	1143 	1	2	 
0	1045 	1	9	 
1	1064 	1	12	 
0	905 	1	12	 
1	1137 	1	13	 
1	1544 	1	4	 
1	910 	1	3	 
0	894 	1	1	 
1	862 	1	9	 
1	967 	1	10	 
0	1285 	1	11	 
0	1158 	1	11	 
0	1516 	1	2	 
0	1059 	1	8	 
1	933 	1	10	 
0	764 	1	3	 
1	0 	missed	7	 
1	1149 	1	15	 
0	996 	1	10	 
0	752 	1	5	 
1	1038 	1	2	 
1	1161 	1	14	 
1	1110 	1	12	 
0	742 	1	5	 
1	812 	1	5	 
1	840 	1	5	 
1	939 	1	15	 
0	1145 	1	8	 
1	1175 	1	2	 
0	1149 	1	15	 
1	851 	1	1	 
0	1405 	1	3	 
0	1042 	1	7	 
0	852 	1	2	 
1	1166 	1	14	 
1	1147 	1	4	 
0	1098 	1	2	 
1	1058 	1	13	 
0	964 	1	8	 
1	1025 	1	1	 
0	957 	1	6	 
0	1251 	1	6	 
1	933 	1	13	 
1	1004 	1	14	 
1	1384 	1	11	 
0	1085 	1	7	 
0	1166 	1	10	 
0	1027 	1	10	 
