Side	RT	ACC	Type
1	616 	1	12	 
1	592 	1	5	 
0	697 	1	12	 
1	845 	1	12	 
1	748 	1	8	 
1	654 	1	11	 
1	620 	1	10	 
0	708 	1	12	 
0	736 	0	9	 
1	539 	1	13	 
1	821 	1	6	 
1	789 	0	7	 
0	981 	0	12	 
1	647 	1	9	 
1	708 	1	1	 
0	809 	0	5	 
0	536 	1	10	 
1	667 	0	7	 
1	600 	0	2	 
0	608 	1	13	 
1	841 	0	7	 
0	648 	1	12	 
1	566 	1	14	 
1	568 	1	10	 
0	761 	1	14	 
0	587 	1	13	 
0	548 	1	13	 
0	631 	1	10	 
1	574 	1	3	 
0	775 	1	2	 
1	632 	1	12	 
0	783 	1	10	 
1	616 	1	14	 
0	519 	1	3	 
0	746 	0	4	 
0	700 	0	9	 
1	793 	1	9	 
1	617 	1	9	 
1	617 	0	11	 
0	536 	1	13	 
0	555 	1	8	 
0	614 	1	6	 
0	573 	1	13	 
0	511 	1	3	 
0	594 	1	1	 
1	778 	1	12	 
1	507 	0	2	 
0	663 	1	2	 
0	693 	0	2	 
0	649 	1	8	 
1	752 	1	1	 
0	826 	1	14	 
0	753 	1	2	 
0	540 	0	11	 
0	543 	1	3	 
0	625 	1	6	 
0	529 	1	6	 
1	891 	0	9	 
1	600 	1	14	 
0	632 	1	10	 
1	839 	1	5	 
0	701 	1	13	 
0	626 	1	8	 
0	729 	1	14	 
1	540 	1	13	 
0	575 	0	7	 
1	680 	1	12	 
1	726 	1	6	 
0	729 	0	4	 
1	764 	1	8	 
1	662 	1	14	 
1	716 	1	15	 
1	656 	0	2	 
0	630 	1	10	 
1	829 	1	5	 
0	828 	1	6	 
1	778 	1	5	 
0	564 	1	3	 
0	765 	0	4	 
1	526 	1	14	 
0	673 	0	7	 
1	758 	1	3	 
0	720 	0	4	 
0	980 	1	1	 
0	700 	0	11	 
1	561 	1	13	 
1	562 	1	6	 
1	596 	1	10	 
0	772 	1	14	 
0	518 	1	8	 
1	650 	1	9	 
1	552 	1	4	 
1	691 	1	2	 
1	751 	1	4	 
1	665 	1	5	 
1	558 	1	3	 
1	673 	1	7	 
1	726 	1	8	 
1	689 	1	14	 
0	741 	0	2	 
1	544 	1	1	 
1	723 	1	5	 
0	942 	1	12	 
1	953 	1	9	 
1	731 	1	13	 
0	662 	0	7	 
0	996 	1	5	 
0	908 	1	15	 
1	656 	1	13	 
1	839 	1	4	 
0	974 	1	15	 
1	848 	1	1	 
1	766 	1	8	 
0	816 	1	6	 
0	824 	0	11	 
1	639 	1	11	 
1	806 	1	10	 
0	663 	1	1	 
0	741 	1	14	 
0	664 	1	5	 
1	829 	1	6	 
0	620 	1	10	 
1	875 	0	11	 
0	961 	1	15	 
1	786 	0	7	 
0	932 	1	9	 
0	710 	0	7	 
0	890 	0	4	 
1	1166 	1	15	 
1	936 	1	12	 
1	835 	0	4	 
0	962 	1	5	 
0	803 	1	8	 
0	860 	1	6	 
1	985 	1	2	 
1	634 	1	13	 
1	729 	1	15	 
0	732 	0	7	 
0	742 	1	3	 
0	953 	1	1	 
0	819 	1	1	 
1	851 	0	11	 
0	1064 	1	9	 
1	718 	1	3	 
0	793 	1	15	 
0	658 	1	1	 
0	711 	1	5	 
1	763 	0	4	 
1	724 	1	8	 
1	728 	1	15	 
0	667 	1	4	 
0	761 	1	14	 
1	786 	0	11	 
1	724 	1	10	 
0	1143 	0	11	 
1	1098 	1	6	 
0	734 	1	11	 
1	697 	1	3	 
0	774 	1	15	 
0	896 	1	5	 
1	676 	1	15	 
0	713 	1	9	 
1	749 	1	8	 
1	951 	1	6	 
0	922 	0	7	 
0	653 	1	15	 
1	676 	1	2	 
0	777 	1	8	 
1	762 	1	10	 
0	948 	1	9	 
1	790 	1	3	 
0	639 	1	3	 
1	806 	1	4	 
0	911 	1	11	 
1	747 	1	1	 
1	764 	1	15	 
1	598 	1	1	 
1	798 	0	7	 
0	846 	1	2	 
0	948 	0	12	 
