Block	Pair_type	Feedback_type	Side	RT	ACC
1	 2	 1	 1	1625 	0	 
1	 3	 1	 2	1352 	0	 
1	 2	 0	 2	1602 	1	 
1	 1	 1	 1	0 	missed	 
1	 2	 1	 1	1326 	0	 
1	 3	 0	 2	1335 	1	 
1	 2	 1	 1	1481 	1	 
1	 1	 1	 2	1279 	1	 
1	 2	 1	 2	1517 	0	 
1	 1	 1	 2	846 	1	 
1	 1	 0	 2	1192 	1	 
1	 1	 1	 2	0 	missed	 
1	 1	 1	 1	1548 	1	 
1	 3	 0	 1	0 	missed	 
1	 1	 1	 2	1036 	1	 
1	 2	 1	 2	1582 	0	 
1	 3	 0	 2	1668 	0	 
1	 2	 1	 1	1330 	1	 
1	 2	 1	 2	1167 	1	 
1	 3	 1	 2	1301 	1	 
1	 3	 0	 1	1271 	1	 
1	 2	 0	 1	1049 	1	 
1	 1	 1	 2	878 	1	 
1	 1	 1	 2	824 	1	 
1	 3	 1	 2	1290 	1	 
1	 2	 0	 1	1529 	1	 
1	 1	 1	 2	851 	1	 
1	 1	 1	 2	752 	1	 
1	 2	 1	 2	1146 	0	 
1	 3	 1	 1	1476 	1	 
1	 3	 0	 1	1422 	1	 
1	 2	 1	 1	1487 	1	 
1	 1	 1	 1	1073 	1	 
1	 2	 1	 1	0 	missed	 
1	 1	 1	 1	1322 	1	 
1	 3	 1	 2	1512 	1	 
1	 2	 0	 2	1081 	0	 
1	 1	 1	 1	959 	1	 
1	 2	 1	 2	1445 	1	 
1	 3	 1	 1	0 	missed	 
1	 3	 0	 2	1245 	1	 
1	 2	 1	 1	1231 	1	 
1	 3	 1	 1	1517 	0	 
1	 1	 0	 1	934 	1	 
1	 3	 1	 2	1576 	1	 
1	 2	 1	 2	1250 	1	 
1	 1	 1	 1	1091 	1	 
1	 3	 1	 1	1098 	1	 
1	 3	 1	 1	1168 	1	 
1	 3	 0	 1	1073 	1	 
1	 3	 0	 2	1363 	1	 
1	 2	 0	 1	1173 	1	 
1	 1	 1	 1	870 	1	 
1	 3	 1	 1	908 	0	 
1	 1	 0	 2	823 	1	 
1	 2	 1	 2	1325 	0	 
1	 1	 1	 1	935 	1	 
1	 1	 0	 1	885 	1	 
1	 2	 0	 2	1171 	1	 
1	 3	 1	 2	0 	missed	 
2	 1	 1	 2	983 	1	 
2	 1	 0	 1	1265 	0	 
2	 3	 0	 1	1343 	1	 
2	 2	 1	 1	864 	0	 
2	 1	 1	 2	1078 	1	 
2	 1	 1	 1	1120 	0	 
2	 2	 1	 2	1046 	0	 
2	 3	 1	 2	1455 	0	 
2	 2	 1	 2	1541 	1	 
2	 1	 1	 1	955 	1	 
2	 2	 0	 2	1345 	1	 
2	 2	 1	 2	1075 	0	 
2	 2	 1	 1	0 	missed	 
2	 3	 1	 1	1336 	1	 
2	 3	 1	 1	1310 	1	 
2	 3	 0	 1	1043 	1	 
2	 1	 0	 1	921 	1	 
2	 3	 0	 1	1259 	0	 
2	 3	 0	 2	1369 	0	 
2	 2	 1	 1	1035 	0	 
2	 1	 1	 1	1209 	0	 
2	 2	 0	 1	1287 	0	 
2	 3	 1	 1	1445 	1	 
2	 1	 1	 2	1386 	1	 
2	 1	 1	 1	1156 	0	 
2	 1	 1	 2	1535 	1	 
2	 2	 1	 2	0 	missed	 
2	 2	 1	 2	1019 	0	 
2	 3	 0	 1	989 	1	 
2	 3	 0	 2	890 	1	 
2	 1	 1	 1	1005 	1	 
2	 1	 1	 2	1062 	0	 
2	 2	 1	 1	1300 	1	 
2	 3	 1	 1	842 	1	 
2	 3	 0	 2	1276 	0	 
2	 2	 1	 2	1386 	1	 
2	 1	 1	 2	1099 	1	 
2	 1	 1	 2	773 	1	 
2	 3	 1	 1	1211 	1	 
2	 3	 1	 2	1080 	1	 
2	 1	 1	 1	986 	1	 
2	 3	 0	 2	1324 	1	 
2	 1	 1	 1	1010 	1	 
2	 3	 1	 2	1328 	1	 
2	 3	 1	 1	1114 	1	 
2	 2	 1	 1	1188 	1	 
2	 2	 0	 1	1261 	1	 
2	 2	 0	 2	1399 	1	 
2	 2	 0	 2	1113 	0	 
2	 1	 0	 2	971 	1	 
2	 1	 1	 1	1580 	1	 
2	 3	 1	 2	1414 	1	 
