Block	Pair_type	Feedback_type	Side	RT	ACC
1	 3	 1	 2	722 	0	 
1	 3	 0	 1	696 	0	 
1	 1	 0	 1	743 	0	 
1	 2	 1	 1	677 	1	 
1	 1	 1	 1	816 	0	 
1	 1	 1	 2	758 	0	 
1	 2	 1	 2	680 	1	 
1	 3	 1	 1	762 	0	 
1	 3	 1	 1	880 	1	 
1	 2	 1	 1	1238 	1	 
1	 1	 1	 2	1132 	0	 
1	 1	 1	 2	1009 	0	 
1	 2	 0	 2	1371 	1	 
1	 1	 0	 2	1205 	0	 
1	 2	 1	 1	1118 	0	 
1	 1	 1	 1	944 	0	 
1	 2	 0	 2	1174 	1	 
1	 2	 1	 1	1052 	1	 
1	 1	 1	 2	1006 	0	 
1	 2	 1	 2	1012 	0	 
1	 3	 0	 2	802 	1	 
1	 2	 0	 1	1003 	0	 
1	 3	 1	 2	745 	1	 
1	 2	 0	 1	1055 	1	 
1	 1	 1	 2	993 	1	 
1	 2	 1	 1	1082 	0	 
1	 3	 0	 1	788 	1	 
1	 1	 0	 1	806 	0	 
1	 2	 1	 2	1472 	1	 
1	 1	 1	 2	1137 	1	 
1	 1	 1	 1	1259 	0	 
1	 3	 0	 2	733 	1	 
1	 2	 0	 1	1150 	0	 
1	 3	 0	 1	748 	1	 
1	 3	 1	 2	762 	1	 
1	 3	 1	 2	660 	1	 
1	 1	 1	 1	1177 	1	 
1	 2	 1	 1	1123 	1	 
1	 2	 0	 2	962 	1	 
1	 3	 1	 1	663 	1	 
1	 2	 1	 2	1253 	0	 
1	 1	 1	 1	939 	0	 
1	 3	 1	 2	653 	1	 
1	 3	 0	 2	739 	1	 
1	 3	 0	 1	900 	1	 
1	 1	 1	 1	918 	0	 
1	 3	 1	 1	808 	1	 
1	 3	 0	 2	882 	1	 
1	 2	 1	 2	1092 	0	 
1	 3	 1	 1	798 	1	 
1	 1	 1	 2	812 	0	 
1	 2	 1	 1	1058 	1	 
1	 2	 1	 2	1364 	1	 
1	 3	 1	 2	742 	1	 
1	 1	 1	 1	1180 	1	 
1	 1	 1	 1	1078 	1	 
1	 2	 1	 2	1268 	0	 
1	 1	 1	 2	1153 	0	 
1	 3	 1	 1	1019 	0	 
1	 1	 0	 2	909 	0	 
2	 1	 1	 2	1059 	1	 
2	 1	 0	 1	985 	1	 
2	 2	 1	 2	967 	0	 
2	 2	 1	 1	829 	0	 
2	 3	 1	 1	782 	1	 
2	 2	 0	 1	852 	0	 
2	 1	 1	 1	878 	0	 
2	 1	 0	 2	932 	0	 
2	 3	 0	 1	1049 	0	 
2	 2	 1	 2	1075 	1	 
2	 1	 1	 1	1469 	1	 
2	 1	 1	 1	1051 	1	 
2	 2	 1	 2	1033 	1	 
2	 1	 1	 2	1475 	1	 
2	 1	 1	 2	641 	1	 
2	 2	 0	 1	1083 	1	 
2	 3	 1	 1	929 	0	 
2	 2	 1	 1	1115 	1	 
2	 1	 1	 2	949 	1	 
2	 2	 1	 2	998 	1	 
2	 3	 1	 1	900 	1	 
2	 3	 0	 1	910 	1	 
2	 3	 1	 1	388 	0	 
2	 3	 1	 2	929 	1	 
2	 3	 0	 2	831 	1	 
2	 3	 1	 2	1177 	1	 
2	 2	 1	 1	1287 	0	 
2	 2	 0	 2	965 	0	 
2	 2	 1	 1	814 	0	 
2	 1	 0	 1	1016 	0	 
2	 3	 1	 2	1082 	1	 
2	 1	 1	 1	867 	1	 
2	 3	 1	 1	1273 	0	 
2	 1	 1	 2	948 	1	 
2	 3	 0	 1	701 	1	 
2	 2	 1	 1	771 	1	 
2	 2	 1	 1	885 	0	 
2	 3	 0	 2	971 	1	 
2	 3	 1	 2	1424 	0	 
2	 2	 0	 2	1307 	0	 
2	 2	 1	 2	1317 	1	 
2	 1	 1	 1	779 	1	 
2	 2	 1	 2	1329 	1	 
2	 3	 0	 2	1234 	1	 
2	 1	 1	 2	1220 	1	 
2	 3	 1	 2	1270 	0	 
