Block	Pair_type	Feedback_type	Side	RT	ACC
5	 1	 1	 1	702 	1	 
5	 3	 1	 1	824 	1	 
5	 1	 1	 1	766 	1	 
5	 1	 1	 2	700 	1	 
5	 2	 0	 2	578 	1	 
5	 3	 0	 1	615 	1	 
5	 1	 1	 1	665 	1	 
5	 2	 0	 1	771 	1	 
5	 2	 1	 2	693 	1	 
5	 2	 1	 1	598 	1	 
5	 2	 1	 1	560 	1	 
5	 3	 1	 2	762 	1	 
5	 2	 0	 1	636 	1	 
5	 2	 1	 1	521 	1	 
5	 1	 0	 2	731 	1	 
5	 3	 1	 2	781 	1	 
5	 2	 1	 2	619 	1	 
5	 1	 1	 2	941 	1	 
5	 3	 1	 1	835 	1	 
5	 3	 1	 2	897 	1	 
6	 3	 1	 1	1030 	1	 
6	 2	 1	 1	772 	1	 
6	 1	 1	 1	822 	1	 
6	 3	 1	 1	800 	1	 
6	 1	 1	 1	857 	1	 
6	 2	 1	 2	616 	1	 
6	 2	 0	 1	533 	1	 
6	 2	 1	 1	503 	1	 
6	 2	 1	 2	577 	1	 
6	 1	 1	 2	879 	1	 
6	 1	 1	 1	632 	1	 
6	 1	 1	 1	586 	1	 
6	 2	 0	 1	784 	1	 
6	 3	 0	 2	754 	1	 
6	 1	 0	 1	575 	1	 
6	 2	 1	 2	618 	1	 
6	 2	 1	 2	623 	1	 
6	 3	 1	 2	849 	1	 
6	 1	 1	 2	771 	1	 
6	 3	 1	 2	701 	1	 
6	 3	 1	 1	742 	1	 
6	 3	 0	 1	592 	1	 
6	 2	 0	 2	522 	1	 
6	 1	 1	 1	604 	1	 
6	 1	 1	 2	877 	1	 
6	 3	 0	 1	775 	1	 
6	 2	 1	 2	661 	1	 
6	 2	 1	 2	475 	1	 
6	 2	 1	 1	581 	1	 
6	 1	 1	 2	671 	1	 
6	 1	 1	 1	773 	1	 
6	 3	 0	 1	727 	1	 
6	 1	 1	 2	577 	1	 
6	 2	 0	 2	555 	1	 
6	 1	 1	 1	616 	1	 
6	 3	 1	 2	722 	1	 
6	 3	 1	 2	580 	0	 
6	 3	 1	 1	794 	1	 
6	 3	 1	 2	791 	1	 
6	 3	 0	 2	634 	1	 
6	 1	 0	 1	607 	1	 
6	 1	 1	 1	714 	1	 
6	 2	 1	 1	808 	1	 
6	 2	 1	 1	494 	1	 
6	 1	 0	 2	836 	1	 
6	 3	 0	 1	725 	1	 
6	 1	 1	 2	688 	1	 
6	 3	 1	 1	546 	1	 
6	 3	 0	 2	723 	1	 
6	 1	 1	 2	778 	1	 
6	 3	 0	 2	647 	0	 
6	 3	 1	 1	1177 	1	 
6	 2	 0	 1	923 	1	 
6	 1	 1	 2	665 	1	 
6	 2	 1	 2	599 	1	 
6	 2	 1	 1	697 	1	 
6	 3	 1	 2	671 	1	 
6	 2	 1	 1	664 	1	 
6	 1	 0	 2	726 	1	 
6	 2	 0	 2	440 	1	 
