Side	RT	ACC	Type
0	1438 	0	11	 
1	904 	1	3	 
1	1303 	1	15	 
1	0 	missed	3	 
1	985 	1	2	 
0	597 	1	6	 
1	911 	1	8	 
0	1437 	1	7	 
1	1151 	0	12	 
1	780 	1	13	 
1	632 	1	14	 
0	961 	1	14	 
1	853 	0	11	 
0	510 	0	4	 
0	580 	1	8	 
0	879 	0	11	 
0	1215 	0	15	 
0	1017 	0	14	 
0	1315 	1	8	 
1	930 	0	13	 
0	1111 	1	15	 
1	989 	0	9	 
0	929 	1	13	 
1	1143 	0	1	 
0	1171 	1	10	 
1	1032 	0	7	 
1	1073 	0	11	 
0	986 	1	5	 
1	1349 	0	12	 
1	1650 	0	8	 
0	675 	0	14	 
1	899 	0	2	 
0	906 	1	3	 
0	1161 	1	4	 
1	1237 	1	11	 
1	1463 	1	14	 
0	1191 	1	1	 
1	803 	1	15	 
1	1638 	0	13	 
0	935 	1	12	 
0	1165 	0	7	 
1	1025 	1	12	 
1	771 	0	3	 
1	655 	1	1	 
0	656 	1	8	 
1	985 	0	10	 
0	836 	1	5	 
1	1070 	1	10	 
0	854 	1	3	 
1	743 	0	9	 
1	636 	1	15	 
0	925 	0	9	 
0	979 	1	12	 
1	918 	0	7	 
0	1221 	0	8	 
1	871 	0	15	 
0	1615 	0	7	 
0	1561 	0	7	 
0	950 	1	12	 
1	1139 	1	11	 
1	896 	0	4	 
0	1143 	1	4	 
1	524 	1	3	 
1	554 	1	8	 
0	951 	1	9	 
1	556 	1	6	 
1	984 	0	4	 
0	764 	1	7	 
1	1464 	0	13	 
0	624 	1	8	 
1	1450 	1	2	 
1	1339 	0	6	 
0	1609 	1	5	 
1	1060 	0	6	 
1	532 	1	5	 
1	1121 	1	1	 
0	991 	1	1	 
0	555 	1	10	 
1	600 	1	13	 
1	1330 	1	4	 
0	776 	1	10	 
1	684 	1	5	 
0	1035 	1	5	 
1	1245 	0	7	 
1	1118 	1	14	 
1	972 	1	7	 
0	856 	1	15	 
1	649 	0	11	 
1	834 	1	8	 
1	643 	1	10	 
0	0 	missed	3	 
0	679 	1	15	 
0	958 	1	9	 
1	1411 	0	4	 
1	693 	1	3	 
0	996 	1	1	 
0	839 	1	12	 
1	712 	1	8	 
1	822 	1	10	 
0	624 	1	3	 
0	1010 	1	2	 
1	901 	1	4	 
0	811 	1	14	 
1	694 	1	9	 
1	1036 	1	3	 
0	774 	1	5	 
0	826 	0	11	 
0	755 	1	9	 
1	1008 	1	6	 
1	610 	1	14	 
1	861 	0	4	 
1	1517 	1	9	 
0	659 	1	12	 
0	1091 	1	2	 
0	1547 	1	13	 
0	768 	1	12	 
0	636 	1	1	 
0	829 	1	6	 
1	1247 	1	8	 
0	664 	1	15	 
1	1392 	1	5	 
1	1020 	1	2	 
0	686 	1	13	 
0	1557 	0	11	 
1	1698 	0	15	 
0	873 	1	10	 
0	874 	0	11	 
1	0 	missed	1	 
1	925 	0	11	 
0	522 	1	3	 
1	625 	1	12	 
0	675 	1	1	 
0	571 	1	13	 
1	1071 	1	15	 
1	711 	1	6	 
0	621 	1	15	 
1	887 	1	7	 
0	375 	1	6	 
0	875 	1	9	 
1	603 	1	6	 
0	718 	1	9	 
1	892 	0	12	 
0	571 	1	3	 
1	687 	1	1	 
0	543 	1	2	 
1	571 	1	13	 
0	1032 	0	14	 
1	1097 	1	14	 
0	496 	1	6	 
0	471 	1	10	 
1	575 	1	5	 
0	283 	1	4	 
1	490 	1	2	 
0	329 	1	10	 
0	487 	0	2	 
0	510 	0	8	 
1	1212 	1	10	 
0	1159 	1	6	 
1	1299 	0	9	 
0	1138 	0	4	 
0	1391 	1	2	 
0	843 	1	1	 
1	804 	1	2	 
1	743 	1	5	 
1	1091 	1	10	 
0	1571 	1	4	 
1	1087 	1	14	 
0	1303 	1	14	 
0	1070 	0	11	 
0	1382 	1	13	 
1	1530 	0	12	 
0	1120 	1	2	 
1	1414 	0	7	 
0	0 	missed	13	 
0	1427 	0	7	 
1	717 	1	5	 
0	0 	missed	5	 
0	910 	1	6	 
1	1124 	0	9	 
1	1035 	1	1	 
