Side	RT	ACC	Type
0	1378 	1	14	 
0	820 	1	5	 
0	884 	1	4	 
1	1225 	1	11	 
1	1321 	1	8	 
1	846 	0	2	 
0	0 	missed	2	 
1	702 	1	11	 
0	955 	1	7	 
1	941 	1	15	 
0	1009 	1	12	 
1	945 	0	4	 
1	1068 	1	1	 
1	811 	1	12	 
0	1091 	1	15	 
1	865 	0	2	 
1	1015 	1	4	 
1	959 	1	4	 
1	961 	0	13	 
1	820 	0	13	 
1	1036 	0	13	 
1	979 	0	2	 
0	877 	1	11	 
0	963 	1	15	 
1	1125 	0	14	 
0	993 	1	6	 
0	1058 	1	8	 
1	1233 	1	13	 
0	1024 	1	12	 
0	1137 	1	7	 
0	1132 	0	14	 
1	1000 	1	10	 
1	1049 	1	15	 
1	768 	1	9	 
0	1346 	1	15	 
1	1029 	1	9	 
1	1037 	1	1	 
1	876 	1	5	 
1	882 	1	11	 
0	776 	0	9	 
1	1034 	1	9	 
0	977 	1	1	 
0	747 	1	11	 
0	798 	1	5	 
0	999 	0	14	 
0	816 	1	6	 
0	944 	1	1	 
1	1363 	1	13	 
0	1429 	0	9	 
0	813 	1	10	 
1	1093 	1	9	 
0	826 	1	4	 
1	1106 	1	9	 
1	1247 	1	13	 
0	710 	1	12	 
1	1098 	1	8	 
0	1023 	0	14	 
1	1215 	1	3	 
1	1144 	1	7	 
0	779 	1	2	 
1	1020 	1	4	 
0	1076 	1	10	 
0	1282 	1	13	 
1	1152 	1	5	 
0	963 	1	11	 
1	973 	1	11	 
1	1015 	1	5	 
1	1008 	0	14	 
0	737 	1	10	 
1	772 	1	6	 
0	974 	1	15	 
1	1089 	1	9	 
1	1102 	1	7	 
1	1147 	1	15	 
0	942 	1	5	 
1	850 	1	6	 
1	785 	0	4	 
0	1354 	0	9	 
0	1526 	1	13	 
1	969 	1	3	 
0	1132 	1	11	 
1	863 	1	2	 
1	789 	1	5	 
1	1239 	1	7	 
1	1135 	1	10	 
1	922 	1	10	 
0	1143 	1	3	 
0	1194 	1	15	 
1	907 	0	11	 
1	1160 	1	7	 
0	1034 	1	7	 
0	666 	1	12	 
0	864 	1	5	 
0	654 	1	12	 
0	853 	1	6	 
0	764 	1	5	 
0	734 	1	3	 
0	617 	1	2	 
0	634 	1	10	 
1	993 	1	3	 
1	978 	0	14	 
0	740 	1	11	 
0	919 	1	1	 
0	748 	1	4	 
0	1030 	1	13	 
1	798 	1	3	 
1	783 	1	4	 
0	872 	0	14	 
0	863 	1	1	 
0	1053 	1	8	 
0	1156 	1	15	 
1	1223 	1	5	 
0	911 	1	1	 
1	1044 	0	1	 
1	963 	1	12	 
0	1069 	1	12	 
1	1011 	1	1	 
1	875 	1	12	 
0	1138 	0	3	 
0	1053 	1	10	 
1	828 	1	8	 
0	1076 	1	3	 
1	994 	1	15	 
1	715 	1	10	 
1	743 	1	10	 
0	658 	1	7	 
0	680 	1	13	 
0	918 	1	7	 
0	610 	1	6	 
0	682 	0	2	 
1	768 	1	15	 
0	1042 	1	14	 
0	1434 	0	2	 
1	1130 	1	11	 
0	893 	1	5	 
0	994 	1	13	 
1	915 	1	7	 
1	759 	1	12	 
0	706 	1	6	 
0	1046 	1	8	 
1	949 	1	6	 
1	792 	1	3	 
0	1066 	1	11	 
1	1064 	1	6	 
0	1334 	1	8	 
0	1362 	1	4	 
1	957 	1	10	 
0	952 	1	6	 
0	962 	1	3	 
0	981 	1	3	 
1	950 	0	2	 
0	1113 	1	9	 
0	1030 	1	8	 
1	973 	1	5	 
1	863 	1	12	 
1	926 	1	1	 
1	1217 	0	2	 
0	770 	0	2	 
0	844 	1	8	 
1	1003 	1	8	 
0	988 	1	9	 
1	1077 	1	8	 
1	1035 	1	15	 
1	1139 	0	14	 
1	1286 	0	14	 
0	1244 	1	10	 
1	787 	1	6	 
1	1077 	1	8	 
1	866 	0	14	 
0	833 	1	7	 
0	1120 	1	4	 
0	908 	1	4	 
0	985 	1	9	 
1	771 	1	12	 
1	957 	1	3	 
1	1104 	1	7	 
0	885 	1	13	 
1	859 	1	1	 
1	770 	1	6	 
0	780 	1	1	 
