Side	RT	ACC	Type
1	560 	1	1	 
1	495 	0	4	 
0	720 	1	1	 
1	617 	1	6	 
1	862 	1	12	 
1	625 	1	3	 
1	502 	0	2	 
0	664 	1	15	 
0	523 	1	12	 
1	756 	1	14	 
0	979 	1	7	 
0	650 	1	5	 
1	750 	0	2	 
0	637 	1	3	 
0	754 	1	8	 
0	1033 	1	6	 
0	694 	1	12	 
1	751 	1	14	 
0	743 	1	7	 
0	567 	1	13	 
1	838 	1	1	 
0	602 	1	8	 
1	496 	1	7	 
1	577 	1	8	 
0	704 	0	1	 
1	649 	1	2	 
1	621 	1	2	 
1	554 	1	1	 
0	762 	0	4	 
0	617 	1	10	 
1	534 	0	12	 
1	590 	0	9	 
1	572 	1	15	 
1	883 	0	11	 
0	694 	1	10	 
0	615 	1	9	 
1	780 	1	5	 
0	763 	1	6	 
0	538 	1	12	 
1	690 	0	1	 
1	876 	0	5	 
0	935 	1	6	 
0	1567 	1	14	 
0	607 	0	11	 
0	588 	0	4	 
1	522 	1	9	 
0	563 	1	10	 
1	586 	1	10	 
1	577 	0	6	 
1	303 	0	2	 
1	9 	0	10	 
1	214 	1	15	 
1	651 	0	3	 
0	599 	0	2	 
1	612 	1	9	 
1	633 	1	4	 
0	710 	0	14	 
0	695 	1	13	 
1	872 	1	11	 
1	827 	0	9	 
0	728 	1	12	 
0	632 	0	4	 
1	652 	1	13	 
1	608 	1	12	 
1	670 	0	9	 
0	601 	0	11	 
1	718 	1	13	 
0	671 	0	14	 
0	994 	1	3	 
0	832 	0	2	 
0	645 	0	7	 
0	784 	0	11	 
0	703 	1	5	 
1	752 	1	12	 
1	688 	0	5	 
0	586 	1	7	 
0	641 	1	10	 
1	645 	1	15	 
1	697 	1	8	 
0	834 	0	11	 
1	799 	1	10	 
0	996 	0	3	 
1	578 	1	6	 
0	704 	1	13	 
0	738 	0	11	 
1	859 	1	7	 
1	782 	0	14	 
0	861 	1	6	 
0	888 	1	5	 
0	658 	0	10	 
0	686 	1	2	 
1	592 	1	8	 
1	670 	1	7	 
0	1145 	0	3	 
0	721 	0	4	 
0	642 	1	15	 
0	751 	1	15	 
0	1110 	1	3	 
0	863 	0	14	 
0	610 	0	11	 
0	919 	0	2	 
0	817 	1	1	 
0	934 	0	7	 
0	566 	1	13	 
1	645 	1	10	 
1	929 	1	3	 
1	937 	0	4	 
1	666 	1	5	 
0	1061 	1	5	 
1	1056 	0	14	 
0	699 	0	9	 
0	765 	1	12	 
0	1100 	1	9	 
0	982 	0	9	 
1	1132 	1	11	 
0	725 	1	15	 
0	637 	1	13	 
1	714 	0	4	 
1	939 	1	8	 
1	811 	1	12	 
1	848 	0	1	 
0	660 	0	14	 
1	711 	0	3	 
0	712 	1	1	 
1	953 	1	6	 
0	777 	1	5	 
1	927 	1	1	 
0	1335 	1	8	 
1	912 	0	3	 
1	817 	0	12	 
1	542 	0	7	 
1	342 	0	5	 
1	511 	1	13	 
1	600 	1	10	 
0	645 	1	1	 
0	665 	1	8	 
1	860 	1	14	 
1	351 	1	3	 
1	487 	0	15	 
0	849 	1	8	 
1	757 	0	2	 
1	588 	1	10	 
0	547 	1	13	 
1	626 	1	6	 
0	887 	1	6	 
1	601 	1	14	 
0	783 	1	9	 
1	733 	1	9	 
0	677 	1	15	 
0	728 	0	3	 
0	672 	1	12	 
1	779 	0	7	 
1	729 	1	5	 
1	746 	1	13	 
1	617 	0	6	 
0	846 	1	10	 
0	946 	0	2	 
1	554 	0	11	 
1	1026 	0	8	 
1	695 	1	13	 
0	0 	missed	4	 
1	510 	1	15	 
1	719 	1	8	 
0	792 	1	9	 
0	711 	0	5	 
0	616 	1	7	 
0	653 	0	14	 
0	712 	1	15	 
0	633 	1	6	 
1	654 	1	13	 
0	929 	0	8	 
1	474 	1	11	 
1	709 	1	11	 
1	542 	0	4	 
1	567 	0	4	 
0	558 	0	2	 
1	757 	1	15	 
1	789 	1	7	 
0	771 	1	1	 
0	1091 	0	4	 
